acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo_normalised,tempo,time_signature,track_href,type,uri,valence,0
0.568,https://api.spotify.com/v1/audio-analysis/4lSSJcfptqRAv9cTzpherg,0.724,316000,0.47,4lSSJcfptqRAv9cTzpherg,0,2,0.348,-4.323,1,0.042,0.1562625,75.002,4,https://api.spotify.com/v1/tracks/4lSSJcfptqRAv9cTzpherg,audio_features,spotify:track:4lSSJcfptqRAv9cTzpherg,0.385,
0.588,https://api.spotify.com/v1/audio-analysis/6fScgF2Y63ScU73nYju0ny,0.481,251819,0.496,6fScgF2Y63ScU73nYju0ny,0,8,0.132,-7.421,1,0.0262,0.24899375,89.839,4,https://api.spotify.com/v1/tracks/6fScgF2Y63ScU73nYju0ny,audio_features,spotify:track:6fScgF2Y63ScU73nYju0ny,0.453,
0.354,https://api.spotify.com/v1/audio-analysis/7dt6x5M1jzdTEt8oCbisTK,0.68,231267,0.563,7dt6x5M1jzdTEt8oCbisTK,0,10,0.136,-5.843,1,0.0454,0.593925,145.028,4,https://api.spotify.com/v1/tracks/7dt6x5M1jzdTEt8oCbisTK,audio_features,spotify:track:7dt6x5M1jzdTEt8oCbisTK,0.374,
0.558,https://api.spotify.com/v1/audio-analysis/68iBMrMRc1rg4eAxJbvxch,0.791,205975,0.761,68iBMrMRc1rg4eAxJbvxch,0,1,0.107,-4.414,1,0.06,0.31269375,100.031,4,https://api.spotify.com/v1/tracks/68iBMrMRc1rg4eAxJbvxch,audio_features,spotify:track:68iBMrMRc1rg4eAxJbvxch,0.449,
0.237,https://api.spotify.com/v1/audio-analysis/0H2iJVgorRR0ZFgRqGUjUM,0.476,289333,0.788,0H2iJVgorRR0ZFgRqGUjUM,2.49E-05,9,0.106,-4.821,0,0.0446,0.2504125,90.066,4,https://api.spotify.com/v1/tracks/0H2iJVgorRR0ZFgRqGUjUM,audio_features,spotify:track:0H2iJVgorRR0ZFgRqGUjUM,0.746,
0.405,https://api.spotify.com/v1/audio-analysis/4t1DkxexoMbIHfSHS4Uiyr,0.65,223999,0.551,4t1DkxexoMbIHfSHS4Uiyr,0,0,0.219,-6.906,1,0.0274,0.3308375,102.934,4,https://api.spotify.com/v1/tracks/4t1DkxexoMbIHfSHS4Uiyr,audio_features,spotify:track:4t1DkxexoMbIHfSHS4Uiyr,0.294,
0.14,https://api.spotify.com/v1/audio-analysis/2mwBSO58y92EYmEFpDfmS7,0.767,190132,0.869,2mwBSO58y92EYmEFpDfmS7,0,2,0.221,-3.381,0,0.0908,0.3013,98.208,4,https://api.spotify.com/v1/tracks/2mwBSO58y92EYmEFpDfmS7,audio_features,spotify:track:2mwBSO58y92EYmEFpDfmS7,0.751,
0.0656,https://api.spotify.com/v1/audio-analysis/0GVBPuCT3pBrXCdY3Uiy5B,0.66,175721,0.962,0GVBPuCT3pBrXCdY3Uiy5B,0,0,0.27,0.366,0,0.0528,0.48678125,127.885,4,https://api.spotify.com/v1/tracks/0GVBPuCT3pBrXCdY3Uiy5B,audio_features,spotify:track:0GVBPuCT3pBrXCdY3Uiy5B,0.492,
0.136,https://api.spotify.com/v1/audio-analysis/4ymPEyiXabTe1NO8q8EFxG,0.359,249742,0.972,4ymPEyiXabTe1NO8q8EFxG,2.52E-06,7,0.14,-3.452,1,0.109,0.0807125,62.914,4,https://api.spotify.com/v1/tracks/4ymPEyiXabTe1NO8q8EFxG,audio_features,spotify:track:4ymPEyiXabTe1NO8q8EFxG,0.595,
0.507,https://api.spotify.com/v1/audio-analysis/1mjWhM7GQTTxJxg2F0iCRS,0.608,326765,0.653,1mjWhM7GQTTxJxg2F0iCRS,0.000243,8,0.107,-7.573,0,0.0427,0.23083125,86.933,4,https://api.spotify.com/v1/tracks/1mjWhM7GQTTxJxg2F0iCRS,audio_features,spotify:track:1mjWhM7GQTTxJxg2F0iCRS,0.423,
0.568,https://api.spotify.com/v1/audio-analysis/7fa9MBXhVfQ8P8Df9OEbD8,0.851,235545,0.541,7fa9MBXhVfQ8P8Df9OEbD8,0,0,0.13,-6.825,1,0.0505,0.46849375,124.959,4,https://api.spotify.com/v1/tracks/7fa9MBXhVfQ8P8Df9OEbD8,audio_features,spotify:track:7fa9MBXhVfQ8P8Df9OEbD8,0.448,
0.414,https://api.spotify.com/v1/audio-analysis/7BKLCZ1jbUBVqRi2FVlTVw,0.748,244960,0.524,7BKLCZ1jbUBVqRi2FVlTVw,0,8,0.111,-5.599,1,0.0338,0.2813125,95.01,4,https://api.spotify.com/v1/tracks/7BKLCZ1jbUBVqRi2FVlTVw,audio_features,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,0.661,
0.394,https://api.spotify.com/v1/audio-analysis/0f0QUUOAVMWG1WlCd8n908,0.703,319636,0.982,0f0QUUOAVMWG1WlCd8n908,0.000939,4,0.109,-3.466,1,0.118,0.3751875,110.03,4,https://api.spotify.com/v1/tracks/0f0QUUOAVMWG1WlCd8n908,audio_features,spotify:track:0f0QUUOAVMWG1WlCd8n908,0.697,
0.795,https://api.spotify.com/v1/audio-analysis/0l6g8Z8mqGbGXFOjigYetD,0.606,289999,0.601,0l6g8Z8mqGbGXFOjigYetD,0.000522,2,0.127,-5.576,1,0.0283,0.474775,125.964,4,https://api.spotify.com/v1/tracks/0l6g8Z8mqGbGXFOjigYetD,audio_features,spotify:track:0l6g8Z8mqGbGXFOjigYetD,0.453,
0.0765,https://api.spotify.com/v1/audio-analysis/6zeeWid2sgw4lap2jV61PZ,0.596,229320,0.552,6zeeWid2sgw4lap2jV61PZ,0.334,0,0.104,-10.278,0,0.097,0.29968125,97.949,4,https://api.spotify.com/v1/tracks/6zeeWid2sgw4lap2jV61PZ,audio_features,spotify:track:6zeeWid2sgw4lap2jV61PZ,0.112,
0.129,https://api.spotify.com/v1/audio-analysis/0tBbt8CrmxbjRP0pueQkyU,0.72,197993,0.807,0tBbt8CrmxbjRP0pueQkyU,0,11,0.183,-4.59,0,0.0432,0.4684125,124.946,4,https://api.spotify.com/v1/tracks/0tBbt8CrmxbjRP0pueQkyU,audio_features,spotify:track:0tBbt8CrmxbjRP0pueQkyU,0.305,
