acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo_normalised,tempo,time_signature,track_href,type,uri,valence,0
0.71,https://api.spotify.com/v1/audio-analysis/4JSDhJVmo2UqdF7nxbyenn,0.5,242800,0.339,4JSDhJVmo2UqdF7nxbyenn,0.00222,7,0.108,-7.301,1,0.0263,0.54016875,136.427,4,https://api.spotify.com/v1/tracks/4JSDhJVmo2UqdF7nxbyenn,audio_features,spotify:track:4JSDhJVmo2UqdF7nxbyenn,0.152,
0.0688,https://api.spotify.com/v1/audio-analysis/1Zyd6zQnC6XIIzmg3hP7Ot,0.786,213264,0.853,1Zyd6zQnC6XIIzmg3hP7Ot,0,8,0.0759,-2.687,1,0.0816,0.4689625,125.034,4,https://api.spotify.com/v1/tracks/1Zyd6zQnC6XIIzmg3hP7Ot,audio_features,spotify:track:1Zyd6zQnC6XIIzmg3hP7Ot,0.45,
0.179,https://api.spotify.com/v1/audio-analysis/06cUybZMETs4i3yQO1f7p3,0.71,211200,0.373,06cUybZMETs4i3yQO1f7p3,0,5,0.156,-10.611,0,0.0618,0.48165,127.064,4,https://api.spotify.com/v1/tracks/06cUybZMETs4i3yQO1f7p3,audio_features,spotify:track:06cUybZMETs4i3yQO1f7p3,0.141,
0.0765,https://api.spotify.com/v1/audio-analysis/6zeeWid2sgw4lap2jV61PZ,0.596,229320,0.552,6zeeWid2sgw4lap2jV61PZ,0.334,0,0.104,-10.278,0,0.097,0.29968125,97.949,4,https://api.spotify.com/v1/tracks/6zeeWid2sgw4lap2jV61PZ,audio_features,spotify:track:6zeeWid2sgw4lap2jV61PZ,0.112,
0.652,https://api.spotify.com/v1/audio-analysis/1mXVgsBdtIVeCLJnSnmtdV,0.698,201000,0.375,1mXVgsBdtIVeCLJnSnmtdV,0,5,0.173,-8.279,1,0.0491,0.262,91.92,4,https://api.spotify.com/v1/tracks/1mXVgsBdtIVeCLJnSnmtdV,audio_features,spotify:track:1mXVgsBdtIVeCLJnSnmtdV,0.534,
0.0403,https://api.spotify.com/v1/audio-analysis/76cy1WJvNGJTj78UqeA5zr,0.836,217947,0.544,76cy1WJvNGJTj78UqeA5zr,0,7,0.0824,-5.975,1,0.0943,0.293925,97.028,4,https://api.spotify.com/v1/tracks/76cy1WJvNGJTj78UqeA5zr,audio_features,spotify:track:76cy1WJvNGJTj78UqeA5zr,0.51,
0.549,https://api.spotify.com/v1/audio-analysis/0Vmk6Ebk4QBq7r0VAz2a6s,0.668,245587,0.48,0Vmk6Ebk4QBq7r0VAz2a6s,0,10,0.112,-5.469,1,0.0284,0.43689375,119.903,4,https://api.spotify.com/v1/tracks/0Vmk6Ebk4QBq7r0VAz2a6s,audio_features,spotify:track:0Vmk6Ebk4QBq7r0VAz2a6s,0.277,
0.237,https://api.spotify.com/v1/audio-analysis/1emnGTAsF4zSaWidgvK08I,0.801,269217,0.377,1emnGTAsF4zSaWidgvK08I,5.48E-06,0,0.451,-14.957,1,0.0807,0.40646875,115.035,4,https://api.spotify.com/v1/tracks/1emnGTAsF4zSaWidgvK08I,audio_features,spotify:track:1emnGTAsF4zSaWidgvK08I,0.388,
0.609,https://api.spotify.com/v1/audio-analysis/6LJ1p1h5EcMK4VPeCLDSoF,0.839,232960,0.535,6LJ1p1h5EcMK4VPeCLDSoF,0,1,0.115,-6.969,1,0.0799,0.42505,118.008,4,https://api.spotify.com/v1/tracks/6LJ1p1h5EcMK4VPeCLDSoF,audio_features,spotify:track:6LJ1p1h5EcMK4VPeCLDSoF,0.693,
0.0208,https://api.spotify.com/v1/audio-analysis/24ngpWhBOxKJtIPnzSNX8c,0.465,343018,0.592,24ngpWhBOxKJtIPnzSNX8c,1.51E-06,4,0.0929,-4.905,1,0.0293,0.56166875,139.867,4,https://api.spotify.com/v1/tracks/24ngpWhBOxKJtIPnzSNX8c,audio_features,spotify:track:24ngpWhBOxKJtIPnzSNX8c,0.117,
0.547,https://api.spotify.com/v1/audio-analysis/2XKFnwB6djxrJCjR3PdeRb,0.577,163973,0.578,2XKFnwB6djxrJCjR3PdeRb,0.59,0,0.264,-9.146,0,0.0906,0.21853125,84.965,4,https://api.spotify.com/v1/tracks/2XKFnwB6djxrJCjR3PdeRb,audio_features,spotify:track:2XKFnwB6djxrJCjR3PdeRb,0.367,
0.0668,https://api.spotify.com/v1/audio-analysis/6Yx181fZzA0YE2EkUsYruq,0.693,179930,0.604,6Yx181fZzA0YE2EkUsYruq,0,11,0.114,-5.279,1,0.0427,0.1563375,75.014,4,https://api.spotify.com/v1/tracks/6Yx181fZzA0YE2EkUsYruq,audio_features,spotify:track:6Yx181fZzA0YE2EkUsYruq,0.651,
0.0558,https://api.spotify.com/v1/audio-analysis/4NBTZtAt1F13VvlSKe6KTl,0.575,197947,0.571,4NBTZtAt1F13VvlSKe6KTl,0,1,0.0912,-7.906,1,0.0439,0.34405625,105.049,4,https://api.spotify.com/v1/tracks/4NBTZtAt1F13VvlSKe6KTl,audio_features,spotify:track:4NBTZtAt1F13VvlSKe6KTl,0.449,
0.549,https://api.spotify.com/v1/audio-analysis/7FGq80cy8juXBCD2nrqdWU,0.632,170770,0.686,7FGq80cy8juXBCD2nrqdWU,0,6,0.2,-7.665,0,0.243,0.24968125,89.949,4,https://api.spotify.com/v1/tracks/7FGq80cy8juXBCD2nrqdWU,audio_features,spotify:track:7FGq80cy8juXBCD2nrqdWU,0.329,
0.204,https://api.spotify.com/v1/audio-analysis/7sW3f7PqDV7BQ7qqeVBJIA,0.662,267560,0.546,7sW3f7PqDV7BQ7qqeVBJIA,2.82E-06,2,0.12,-5.868,1,0.0288,0.40658125,115.053,4,https://api.spotify.com/v1/tracks/7sW3f7PqDV7BQ7qqeVBJIA,audio_features,spotify:track:7sW3f7PqDV7BQ7qqeVBJIA,0.196,
0.586,https://api.spotify.com/v1/audio-analysis/0GHwNr0lqf8jpc9wesmnHo,0.499,279259,0.381,0GHwNr0lqf8jpc9wesmnHo,0,7,0.086,-7.855,1,0.0373,0.670825,157.332,4,https://api.spotify.com/v1/tracks/0GHwNr0lqf8jpc9wesmnHo,audio_features,spotify:track:0GHwNr0lqf8jpc9wesmnHo,0.57,
0.116,https://api.spotify.com/v1/audio-analysis/5UhpceEr5XmbVwyoIUIRnh,0.556,261867,0.674,5UhpceEr5XmbVwyoIUIRnh,2.19E-06,0,0.226,-5.563,1,0.0296,0.60270625,146.433,4,https://api.spotify.com/v1/tracks/5UhpceEr5XmbVwyoIUIRnh,audio_features,spotify:track:5UhpceEr5XmbVwyoIUIRnh,0.399,
0.00264,https://api.spotify.com/v1/audio-analysis/1qAPA8TooLVEqAZ58fhcrt,0.657,241467,0.85,1qAPA8TooLVEqAZ58fhcrt,0,5,0.412,-3.157,0,0.0694,0.4680125,124.882,4,https://api.spotify.com/v1/tracks/1qAPA8TooLVEqAZ58fhcrt,audio_features,spotify:track:1qAPA8TooLVEqAZ58fhcrt,0.375,
0.918,https://api.spotify.com/v1/audio-analysis/69vToJ9BMbbLlFZo7k7A7B,0.331,204326,0.235,69vToJ9BMbbLlFZo7k7A7B,0,10,0.137,-7.7,1,0.0299,0.7577,171.232,3,https://api.spotify.com/v1/tracks/69vToJ9BMbbLlFZo7k7A7B,audio_features,spotify:track:69vToJ9BMbbLlFZo7k7A7B,0.218,
0.371,https://api.spotify.com/v1/audio-analysis/2VxeLyX666F8uXCJ0dZF8B,0.572,215733,0.385,2VxeLyX666F8uXCJ0dZF8B,0,7,0.231,-6.362,1,0.0308,0.28624375,95.799,4,https://api.spotify.com/v1/tracks/2VxeLyX666F8uXCJ0dZF8B,audio_features,spotify:track:2VxeLyX666F8uXCJ0dZF8B,0.323,
0.184,https://api.spotify.com/v1/audio-analysis/135ggzbjOogZ75IQ0LQi8r,0.524,447333,0.503,135ggzbjOogZ75IQ0LQi8r,0,6,0.264,-11.79,1,0.0245,0.24685625,89.497,4,https://api.spotify.com/v1/tracks/135ggzbjOogZ75IQ0LQi8r,audio_features,spotify:track:135ggzbjOogZ75IQ0LQi8r,0.436,
0.163,https://api.spotify.com/v1/audio-analysis/6MWtB6iiXyIwun0YzU6DFP,0.833,149520,0.539,6MWtB6iiXyIwun0YzU6DFP,2.10E-06,11,0.101,-7.399,0,0.178,0.31216875,99.947,4,https://api.spotify.com/v1/tracks/6MWtB6iiXyIwun0YzU6DFP,audio_features,spotify:track:6MWtB6iiXyIwun0YzU6DFP,0.385,
0.449,https://api.spotify.com/v1/audio-analysis/0BEpSEV02FM1N5gcw2fsJC,0.621,252038,0.571,0BEpSEV02FM1N5gcw2fsJC,0.0401,3,0.096,-8.095,1,0.03,0.34368125,104.989,4,https://api.spotify.com/v1/tracks/0BEpSEV02FM1N5gcw2fsJC,audio_features,spotify:track:0BEpSEV02FM1N5gcw2fsJC,0.4,
0.171,https://api.spotify.com/v1/audio-analysis/09IStsImFySgyp0pIQdqAc,0.753,184732,0.657,09IStsImFySgyp0pIQdqAc,0,7,0.112,-3.061,1,0.0449,0.3563125,107.01,4,https://api.spotify.com/v1/tracks/09IStsImFySgyp0pIQdqAc,audio_features,spotify:track:09IStsImFySgyp0pIQdqAc,0.437,
0.389,https://api.spotify.com/v1/audio-analysis/3Fj47GNK2kUF0uaEDgXLaD,0.85,221543,0.353,3Fj47GNK2kUF0uaEDgXLaD,6.68E-06,7,0.8,-10.267,1,0.334,0.42544375,118.071,4,https://api.spotify.com/v1/tracks/3Fj47GNK2kUF0uaEDgXLaD,audio_features,spotify:track:3Fj47GNK2kUF0uaEDgXLaD,0.329,
0.913,https://api.spotify.com/v1/audio-analysis/6wdCelHrPh7UfliNjwRTUv,0.447,310709,0.16,6wdCelHrPh7UfliNjwRTUv,0,6,0.0891,-10.896,1,0.0372,0.42695625,118.313,3,https://api.spotify.com/v1/tracks/6wdCelHrPh7UfliNjwRTUv,audio_features,spotify:track:6wdCelHrPh7UfliNjwRTUv,0.205,
0.322,https://api.spotify.com/v1/audio-analysis/7ArrTJ1LwcGAlEO65LUQ7i,0.702,201198,0.623,7ArrTJ1LwcGAlEO65LUQ7i,0,0,0.0858,-8.36,1,0.0417,0.3435875,104.974,4,https://api.spotify.com/v1/tracks/7ArrTJ1LwcGAlEO65LUQ7i,audio_features,spotify:track:7ArrTJ1LwcGAlEO65LUQ7i,0.503,
0.359,https://api.spotify.com/v1/audio-analysis/5zMR44ZH4KVZj4FlhTj3SE,0.404,326813,0.556,5zMR44ZH4KVZj4FlhTj3SE,4.93E-06,4,0.0964,-8.329,1,0.0326,0.68285,159.256,4,https://api.spotify.com/v1/tracks/5zMR44ZH4KVZj4FlhTj3SE,audio_features,spotify:track:5zMR44ZH4KVZj4FlhTj3SE,0.34,
0.855,https://api.spotify.com/v1/audio-analysis/2wTxJWt2gA9a1Z94dTnPiI,0.313,336369,0.237,2wTxJWt2gA9a1Z94dTnPiI,0.000386,9,0.0961,-14.538,1,0.0451,0.1883125,80.13,4,https://api.spotify.com/v1/tracks/2wTxJWt2gA9a1Z94dTnPiI,audio_features,spotify:track:2wTxJWt2gA9a1Z94dTnPiI,0.165,
0.702,https://api.spotify.com/v1/audio-analysis/6C2nrsOlb3jOUGcJAmPrTA,0.726,253013,0.542,6C2nrsOlb3jOUGcJAmPrTA,0,7,0.0962,-7.952,1,0.042,0.24739375,89.583,4,https://api.spotify.com/v1/tracks/6C2nrsOlb3jOUGcJAmPrTA,audio_features,spotify:track:6C2nrsOlb3jOUGcJAmPrTA,0.396,
