year,rank,artist,title,id
1981,68,Steve Winwood,While You See A Chance,3O454S9h7LuY4x6cBpnVDv
1981,69,Stevie Wonder,Master Blaster,5EAgXGJ8Kw5QAfhQkZXYqT
1981,70,Neil Diamond,Hello Again,1h9JJkK1rEqMrkuuU4vRSP
1981,71,Police,Don't Stand So Close To Me,11D6qKfTcfrSnZyuw3D6ud
1981,72,Steely Dan,Hey Nineteen,1tjK9HhmpEfk0ijyIKsoUk
1981,73,Stevie Wonder,I Ain't Gonna Stand For It,6o2NonhsBO71qyrCoPcu1g
1981,74,George Harrison,All Those Years Ago,32fKHW6Eac4yBXn9WY7Aic
1981,75,Eddie Rabbitt,Step By Step,49HfSdzgsXmzbZPMZ560Xn
1981,76,Billy Squier,The Stroke,52KvuGmgcgRdrLMXOtda0E
1981,77,Alabama,Feels So Right,1rkpNfn7l4PcAreJwht9JO
1981,78,Stanley Clarke and George Duke,Sweet Baby,38705PDjZZVeWxfTRsTlJr
1981,79,Dan Fogelberg,Same Old Lang Syne,0juQNDN4EdiuG97rgKywkF
1981,80,Pablo Cruise,Cool Love,1lcISJampBJQOKjlx7PThG
1981,81,ELO,Hold On Tight,6yBbmHFTxihIDFAerzDMGi
1981,82,John Schneider,It's Now Or Never,Not in spotify
1981,83,Pat Benatar,Treat Me Right,40VeYDanRnoTukrIgjRrKO
1981,84,Santana,Winning,1NT76WD8FONQqTXKZ4MIRT
1981,85,Barbra Streisand and Barry Gibb,What Kind Of Fool,6qLfdfOdfrpD1B0V67eJpy
1981,86,John Lennon,Watching The Wheels,4NjyI3qjCRv3XZXgcISc8E
1981,87,Heart,Tell It Like It Is,1dNRIGSmi8S1CniKnB9EQk
1981,88,Ronnie Milsap,Smoky Mountain Rain,1CAfTuv1cpUGQhzQstsZsm
1981,89,Barry Manilow,I Made It Through The Rain,2cNAQlfTfPbfxAZjeqhoUa
1981,90,Daryl Hall and John Oates,You've Lost That Lovin' Feelin',5gjgSWT81GqM5p5fg8WtAT
1981,91,Olivia Newton-John and Cliff Richard,Suddenly,696bT9VKOdBOO1VijijrKN
1981,92,Sheena Easton,For Your Eyes Only,4jRJWlkCn3pAwezfqFODU3
1981,93,Beach Boys,The Beach Boys Medley,5HeVDnWQRi9YRZFMUKPevw
1981,94,Devo,Whip It,4sscDOZCkbLSlDqcCgUJnX
1981,95,Sheena Easton,Modern Girl,0sQQ2iyzlwNqCvYU96agFC
1981,96,Gary Wright,Really Wanna Know You,3Hl6K1JaXYuoxzlEsNowWk
1981,97,Rosanne Cash,Seven Year Ache,2bYp7DYfjXULM24FUh9Z3Q
1981,98,Diana Ross,I'm Coming Out,0ew27xRdxSexrWbODuLfeE
1981,99,Boz Scaggs,Miss Sun,3MvGH0xFRahXIbvRtx4PSH
1981,100,Andy Gibb,Time Is Time,1YnqUpgooPqfhJOcCxORtp
1980,1,Blondie,Call Me,4qO03RMQm88DdpTJcxlglY
1980,2,Pink Floyd,Another Brick In The Wall,4gMgiXfqyzZLMhsksGmbQV
1980,3,Olivia Newton-John,Magic,14d4L1iSXXkgO1jJ8zu9M7
1980,4,Michael Jackson,Rock With You,7oOOI85fVQvVnK5ynNMdW7
1980,5,Captain and Tennille,Do That To Me One More Time,0m4jVVZrsv0bLkAr1uM6UG
1980,6,Queen,Crazy Little Thing Called Love,1F9NVicWfNQA5ki8WmEtk8
1980,7,Paul McCartney,Coming Up,4Ku6X72Q815qNd7ChuiDdD
1980,8,"Lipps, Inc.",Funkytown,3JU7GqkbT5S51rgCbYJ20t
1980,9,Billy Joel,It's Still Rock And Roll To Me,64UioB4Nmwgn2f4cbIpAkl
1980,10,Bette Midler,The Rose,562JrM9b7jiu8LgzV62x3o
1980,11,Rupert Holmes,Escape (The Pina Colada Song),79Dl8iYn0PFQG2wqDxPlQU
1980,12,Gary Numan,Cars,6HZ67VImxqr8aMBEEhblzf
1980,13,Smokey Robinson,Cruisin',2gliw3L0oa4w8LqaHploje
1980,14,Spinners,Working My Way Back To You-Forgive Me Girl,5OU4PqYhwypDsiviprGhSy
1980,15,Air Supply,Lost In Love,7dQC53NiYOY9gKg3Qsu2Bs
1980,16,Elton John,Little Jeannie,19Kf8FxBJ5a1Bb8uKCrIIe
1980,17,Christopher Cross,Ride Like The Wind,7gUMShP1l20tC0xf17Zplk
1980,18,Diana Ross,Upside Down,57Y3UccJEJqT8w8RWkUAz0
1980,19,K.C. and The Sunshine Band,Please Don't Go,7z3CaYUl0pGTuJsVoaBbhX
1980,20,Styx,Babe,5W7YROOF6bFfBexY81LFjt
1980,21,Billy Preston and Syreeta,With You I'm Born Again,6vw25zdudtnenbUhvy5nXj
1980,22,Manhattans,Shining Star,4VO88hvgij1NzgmGpV1MPV
1980,23,Commodores,Still,4spErQWs900r6GUJaX6kvk
1980,24,Teri De Sario With K.C.,"Yes, I'm Ready",0Ym0ChupF2ywIgZOWUFmKw
1980,25,Dr. Hook,Sexy Eyes,6uxGAruWvj6O2hVBBTNITa
1980,26,Robbie Dupree,Steal Away,3MshXF4YQRoFw82plcsUge
1980,27,Ambrosia,Biggest Part Of Me,6JHXiRD1QjMK1N6AQEnL04
1980,28,Kenny Loggins,This Is It,0YO8KsprTrEUEvJevpI7Na
1980,29,Spinners,Cupid/I've Loved You For A Long Time,6zKFVGEDGLtf63Yxpz8kzJ
1980,30,Jermaine Jackson,Let's Get Serious,1Cqq7Q6JaQC7st0cElKMLe
1980,31,Kenny Rogers and Kim Carnes,Don't Fall In Love With A Dreamer,6xSrfSM8IvRPzwbC4VjBcg
1980,32,Christopher Cross,Sailing,6Hu6dzwlvoyg3zBUC8k4BK
1980,33,Dan Fogelberg,Longer,56ilrbKJF2bph5W6eZaM5E
1980,34,Kenny Rogers,Coward Of The County,0JkIre0YxNmKGMU5V7ZiDx
1980,35,Kool and The Gang,Ladies Night,2GUESfQxaSuauM5fwiRkXb
1980,36,Kool and The Gang,Too Hot,1S3RMWe23mYX6h3fevsgDq
1980,37,S.O.S. Band,Take Your Time,3DIe90xqHuUDtyuapTwCAR
1980,38,Barbra Streisand and Donna Summer,No More Tears (Enough Is Enough),1wSPm3y4Lk6ABkVxCmwkZx
1980,39,Kim Carnes,More Love,4SRAf6doXKEuMJxrHB8ILC
1980,40,M,Pop Muzik,2s6NUf9GkCeUtYbHdgMcVk
1980,41,Pretenders,Brass In Pocket,1Gim0VGhPDffBbkMltmekL
1980,42,"Ray, Goodman and Brown",Special Lady,6o48kl9jDkZCflAPomPiCF
1980,43,Stevie Wonder,Send One Your Love,50UvGURiUkyAsWuAxXFclv
1980,44,Shalamar,The Second Time Around,7rpbaKBhpvjSELtB8pinNX
1980,45,Cliff Richard,We Don't Talk Anymore,3Ug96zKa29P3vICEEcYajZ
1980,46,Brothers Johnson,Stomp,3EG65y2LtxWjfydabHdItb
1980,47,Eagles,Heartache Tonight,2bzgKuK3pVez40qUvo8sYr
1980,48,Rocky Burnette,Tired Of Toein' The Line,5Huuwj6mEuAtyrH5bg6mqM
1980,49,Dr. Hook,Better Love Next Time,2RwLs2dPoY8Tt1FumMvimx
1980,50,Rupert Holmes,Him,4BKsvXGLCzB6myaNZ8xH4j
1980,51,Bob Seger and The Silver Bullet Band,Against The Wind,1SWmFiFSIBoDbQJjNKC7SR
1980,52,Donna Summer,On The Radio,5fKTkCOpnyJko7jZqpbJnX
1980,53,Rolling Stones,Emotional Rescue,5IATbFZds3cbOx8YxuMuko
1980,54,Herb Alpert,Rise,7znZstuIvZjldNIO1E11U4
1980,55,Air Supply,All Out Of Love,2lmcH6prYo3BlR8LfRUJc3
1980,56,Little River Band,Cool Change,1RaUxP6LHVAgbmLOn2naLl
1980,57,J.D. Souther,You're Only Lonely,4PfRdawTb01luG6HJN1uGy
1980,58,Andy Gibb,Desire,4ZtzRd8X3iB6s0Y2BXeDoI
1980,59,Pete Townshend,Let My Love Open The Door,0otlwsD3mSogk7VJCTp6Kg
1980,60,Steve Forbert,Romeo's Tune,4kPLmTsTwA6wvtcbb0LtbM
1980,61,Anne Murray,Daydream Believer,6qnPCgHTRisbxBT19Gw7cN
1980,62,Eagles,I Can't Tell You Why,02BsTeJE4q5gWOTt58ur5U
1980,63,Isaac Hayes,Don't Let Go,4GI4Lpv6JwwVq3jgWajwif
1980,64,Tom Petty and The Heartbreakers,Don't Do Me Like That,5AzpZ5ADn1AFPxcEBd2Ugf
1980,65,Michael Jackson,She's Out Of My Life,6NGsHLZYGVAkXTFr75WWnn
1980,66,Irene Cara,Fame,0He0xCEpiZkxdSjgb0ERpT
1980,67,Bob Seger and The Silver Bullet Band,Fire Lake,6wV3SvWKRIZJEinATSIoAP
1980,68,Linda Ronstadt,How Do I Make You,2WX2HSBKkcKVvqTukHZS22
1980,69,Benny Mardones,Into The Night,3L6dQDUquuO9xORMBsxYao
1980,70,Pure Prairie League,Let Me Love You Tonight,1WAgOLAwbYdscakb25EhQI
1980,71,Genesis,Misunderstanding,7mL4pam5SF5ErDJjExXrst
1980,72,Dirt Band,An American Dream,4zqFPSBji6hVDBFWxzp6Oz
1980,73,Carole King,One Fine Day,0yFNDhDfpUudsjtpwokyx0
1980,74,Donna Summer,Dim All The Lights,1qC7SmBAo1PznvOG6p5CyH
1980,75,Billy Joel,You May Be Right,7gMOe0gXYcELUoVugfMmHP
1980,76,Neil Sedaka and Dara Sedaka,Should've Never Let You Go,2pYMIoQOKao9drH3FdkWCq
1980,77,Charlie Dore,Pilot Of The Airwaves,6tUqOd2uUrgMEB8iPEJzXr
1980,78,Linda Ronstadt,Hurt So Bad,3c0Ys2ie05I4Csansv7Jhi
1980,79,Michael Jackson,Off The Wall,7oOOI85fVQvVnK5ynNMdW7
1980,80,Peaches and Herb,I Pledge My Love,7mZBgeTb3oLqTRwC1suWXN
1980,81,Eagles,The Long Run,02BsTeJE4q5gWOTt58ur5U
1980,82,Mickey Gilley,Stand By Me,5U496ACd6O24ZGjnCHd2wQ
1980,83,Pat Benatar,Heartbreaker,22ML0MuFKfw16WejbxsLOy
1980,84,Dionne Warwick,Deja Vu,2AOunLYKGvwya5xDfFxiFj
1980,85,Eddie Rabbitt,Drivin' My Life Away,3PJ9yQv8IUmLx24KFvaVEI
1980,86,Supertramp,Take The Long Way Home,0v0XYK0pLgsPiq5u4FKHaw
1980,87,Fleetwood Mac,Sara,0q1exbzIDRxqJ6VUKH3seg
1980,88,Daryl Hall and John Oates,Wait For Me,324jkh7f3whGENpMpji8Iv
1980,89,Boz Scaggs,Jo Jo,4mGDtUyNxu4ZDqwMAwHh1Q
1980,90,Neil Diamond,September Morn,2CXkN6UAb3jAFwz4VbsDq0
1980,91,George Benson,Give Me The Night,2Pevew1E1U15S9q8FH8aVL
1980,92,Anne Murray,Broken Hearted Me,07Cs882pDSCuggekDdmw4K
1980,93,Kenny Rogers,You Decorated My Life,6SFeCisbYSqaQwL9hucoF2
1980,94,Fleetwood Mac,Tusk,0iINibMKtoS8duvexsqnm5
1980,95,Prince,I Wanna Be Your Lover,4yrM5BVyJzy5Ed4GPO6e8j
1980,96,Charlie Daniels Band,In America,78YbJdfzm7vWVvmcTTqkiw
1980,97,Boz Scaggs,Breakdown Dead Ahead,7p5YPanFYCetzUrV5f1Af8
1980,98,Barry Manilow,Ships,6lOF261K1uiPZgKtureE90
1980,99,Joe Walsh,All Night Long,6Lp8LUn03inUIwMo8PxZws
1980,100,Tom Petty and The Heartbreakers,Refugee,4mcZYzoGwPRDdhWVlygiHf
1979,1,Knack,My Sharona,1HOMkjp0nHMaTnfAkslCQj
1979,2,Donna Summer,Bad Girls,0I9KnKdIVz8envRSA6yGZL
1979,3,Chic,Le Freak,6pytDoBX1HFvOfhOL5H5hk
1979,4,Rod Stewart,Da Ya Think I'm Sexy,4z7maGZkAonDlXlwo8q69f
1979,5,Peaches and Herb,Reunited,7gfh3jwjaSmGlB40uTMSeE
1979,6,Gloria Gaynor,I Will Survive,0rwmxAht1fk7QuSiCmIhGV
1979,7,Donna Summer,Hot Stuff,0I9KnKdIVz8envRSA6yGZL
1979,8,Village People,Y.M.C.A.,3kmYIHIOqxRXa66KyXHTvh
1979,9,Anita Ward,Ring My Bell,7GK2KVYH8FrTC9zehmjVMd
1979,10,Robert John,Sad Eyes,3w3rLh6wmne91BS2rwgcog
1979,11,Bee Gees,Too Much Heaven,0oaZmCfI71eezWKoTbPX2x
1979,12,Donna Summer,MacArthur Park,42tYHqMxXxXHAAWqLaoOfQ
1979,13,Dr. Hook,When You're In Love With A Beautiful Woman,1UiKUFbCfgbVjwY8W657Pv
1979,14,David Naughton,Makin' It,035Ag6mdG1EWFZvgdnK8lK
1979,15,Pointer Sisters,Fire,4k0bXm9Q4RaTuYi09i4lKK
1979,16,Bee Gees,Tragedy,0myxmqJXXImGNhmUY40MuB
1979,17,Olivia Newton-John,A Little More Love,39o4aMfeuhmekejZIxE3W4
1979,18,Blondie,Heart Of Glass,0a4agFmqHXxcZl1nho1BxM
1979,19,Doobie Brothers,What A Fool Believes,2yBVeksU2EtrPJbTu4ZslK
1979,20,Chic,Good Times,67vMNJ0p9y3eQD0CBylOTs
1979,21,Barbra Streisand and Neil Diamond,You Don't Bring Me Flowers,7qmqeHzgNQTOnl1NUgRFO4
1979,22,Amii Stewart,Knock On Wood,6120uJUyg6QDzaAJUosTx5
1979,23,Suzi Quatro and Chris Norman,Stumblin' In,0EA8k9iH93YEJFaBuRt7Tc
1979,24,Maxine Nightingale,Lead Me On,0CLkiAh7z5QdJ1HHUcFrZT
1979,25,Jacksons,Shake Your Body,6lSVidZXCnOnYAWcgIqVDF
1979,26,Melissa Manchester,Don't Cry Out Loud,0m6bu7QJn8HJJUEfqYY5nI
1979,27,Supertramp,The Logical Song,6mHOcVtsHLMuesJkswc0GZ
1979,28,Billy Joel,My Life,6Ep2XErOa5SCBGzARBpCr4
1979,29,Randy Vanwarmer,Just When I Needed You Most,55wl56WlKI85UBNZoFxe9P
1979,30,Raydio,You Can't Change That,5vIvHVCP0n6EXTMH0fOpAp
1979,31,Peaches and Herb,Shake Your Groove Thing,7hzY0LHz8KdEr1PowHhbdu
1979,32,Dionne Warwick,I'll Never Love This Way Again,4V3AGIIQeJoBUPaTCLiscB
1979,33,Bee Gees,Love You Inside Out,7lGAoXEnki2b4Bwa7NiT65
1979,34,Cheap Trick,I Want You To Want Me,1JkZg3eMQTmTn93E8Yd3UL
1979,35,Barbra Streisand,The Main Event (Fight),2g5jMKl1csCP8Ufp1rUnqC
1979,36,Elton John,Mama Can't Buy You Love,3LIGS2KScSoi6O7XT0NQRv
1979,37,Leif Garrett,I Was Made For Dancin',3kovBaZ1LGLH1PL31qG7cL
1979,38,"Earth, Wind and Fire",After The Love Has Gone,3cfnGXJ9bmiWvFqEO6ff8B
1979,39,Donna Summer and Brooklyn Dreams,Heaven Knows,3AUbB5IqApnPB033aJ3Fbo
1979,40,Kenny Rogers,The Gambler,5KqldkCunQ2rWxruMEtGh0
1979,41,Nicolette Larson,Lotta Love,2bS2tETCzUmjALnXEvhOGo
1979,42,Little River Band,Lady,3fn87ydk7ihtvVr8EwjYvr
1979,43,Bonnie Pointer,Heaven Must Have Sent You,7p4Yw9WPiAuJaN51H4CRqo
1979,44,Toto,Hold The Line,4aVuWgvD0X63hcOCnZtNFA
1979,45,Sister Sledge,He's The Greatest Dancer,5MuNxNox3zTanAFIO5KcTl
1979,46,Dr. Hook,Sharing The Night Together,4M0m4FUdc4wD2guhUHogLF
1979,47,Kenny Rogers,She Believes In Me,5ggOAMsJCAYDHnyoqJ0xAD
1979,48,Village People,In The Navy,4mjFMScEvHeM72791mXRCW
1979,49,Frank Mills,Music Box Dancer,4zvcdfyrGUGgJRsgiCJlVX
1979,50,Charlie Daniels Band,The Devil Went Down To Georgia,383Xl5QTigwj3QiA3Qc6S7
1979,51,John Stewart,Gold,4BdIF3xsMAUhOjuh0BSzOo
1979,52,Wings,Goodnight Tonight,3biofZjKYOw75cPE2oTSFo
1979,53,Sister Sledge,We Are Family,5IKLwqBQG6KU6MP2zP80Nu
1979,54,Bad Company,Rock 'N' Roll Fantasy,71GMl3Q7U4JnrTqI9kfcoN
1979,55,Hot Chocolate,Every 1's A Winner,0Jk14P80UrxsHwKSIluqpF
1979,56,Cher,Take Me Home,3YWTp4Ap4sZNIyFkP0a0rx
1979,57,"Earth, Wind and Fire",Boogie Wonderland,6ztstiyZL6FXzh4aG46ZPD
1979,58,Andy Gibb,(Our Love) Don't Throw It All Away,1Rj2vKjzAVzsnmofZzYFWh
1979,59,Bobby Caldwell,What You Won't Do For Love,1lB6TCFlx4f50wdetOuGcT
1979,60,Ace Frehley,New York Groove,1BvpeiApX8qhof8Pmi3YlH
1979,61,Dire Straits,Sultans Of Swing,37Tmv4NnfQeb0ZgUC4fOJj
1979,62,Chic,I Want Your Love,1WNxecYpOzx65Li73Znlkr
1979,63,Rickie Lee Jones,Chuck E's In Love,6KVBBixwlrtTpWOVCFcUyt
1979,64,Alicia Bridges,I Love The Night Life,7KWJE0UkJh6f3JyI9NOYHF
1979,65,McFadden and Whitehead,Ain't No Stoppin' Us Now,6EOdY7I7Xm1vPP1cyaGbWZ
1979,66,Little River Band,Lonesome Loser,3OZ40egQbNWeTe0BnR2QKa
1979,67,Styx,Renegade,1CQqupcyMg7176PPmIVmSj
1979,68,England Dan and John Ford Coley,Love Is The Answer,2jto2mk883akXynLqkdung
1979,69,Cheryl Lynn,Got To Be Real,58r4JuwHhXLAkttkaUZfLw
1979,70,Patrick Hernandez,Born To Be Alive,3XIEWK1V9n25PS9Vb6axj5
1979,71,Electric Light Orchestra,Shine A Little Love,5X6HkkTe8mUwkHo3Lccr6E
1979,72,Anne Murray,I Just Fall In Love Again,6aBiU9lFd3BhtggI7aeqBI
1979,73,Ian Matthews,Shake It,3HlFHrduozey0jCtDWQ5Wv
1979,74,Kiss,I Was Made For Lovin' You,07q0QVgO56EorrSGHC48y3
1979,75,Gino Vannelli,I Just Wanna Stop,5AfP2zlo6PBnlpU3KEGGiO
1979,76,G.Q.,Disco Nights,2dZVfFCuI0PGE6jYF4pfHo
1979,77,Linda Ronstadt,Ooh Baby Baby,4FLEKG82bHeT2olTM8E2Fy
1979,78,"Earth, Wind and Fire",September,7Cuk8jsPPoNYQWXK9XRFvG
1979,79,Al Stewart,Time Passages,47TUsZ9O6ZqzEOWo1o7CxL
1979,80,Herb Alpert,Rise,7znZstuIvZjldNIO1E11U4
1979,81,Electric Light Orchestra,Don't Bring Me Down,72ahyckBJfTigJCFCviVN7
1979,82,Eric Clapton,Promises,1oar8gdDX5yHWzVstAHDav
1979,83,Roger Voudouris,Get Used To It,4lFO4X6ef61SR6M1KXkSRN
1979,84,Ambrosia,How Much I Feel,3GVhCuS4BRxCTvVj4Cmc8w
1979,85,Eddie Rabbitt,Suspicions,19oPsdlHwigJm2Ewk1ypRb
1979,86,Rex Smith,You Take My Breath Away,3BCMsz55asr7Yr6DqB9N8D
1979,87,Alice Cooper,How You Gonna See Me Now,0spN4UlSI0X6YSYCWpSzgz
1979,88,Foreigner,Double Vision,6xMHglHoafdDFGXS6qfwSH
1979,89,Babys,Every Time I Think Of You,76fFzThA0KjAea2BdVlHnD
1979,90,Instant Funk,I Got My Mind Made Up,3NVeGIbKHnLYeQlBTZHSZX
1979,91,Michael Jackson,Don't Stop 'Til You Get Enough,46eu3SBuFCXWsPT39Yg3tJ
1979,92,Robert Palmer,Bad Case Of Lovin' You,5o9QnEAWr5Tww1YOGremLC
1979,93,Barry Manilow,Somewhere In The Night,3PAyW4dkGxnWJNWzKNVWf5
1979,94,Bob Seger and The Silver Bullet Band,We've Got Tonight,3mj46XKJ2aEm1z7ZvbwyLi
1979,95,Van Halen,Dance The Night Away,4RS9PmtHQe7I0o5fEeweOY
1979,96,Nigel Olsson,Dancing Shoes,3DdqJR9hrVAaXQRwJkkJP6
1979,97,Diana Ross,The Boss,20NBPVUpOPAyg6lLMsm87I
1979,98,Commodores,Sail On,71Py1OGkgBQVTHa0aUyG4y
1979,99,G.Q.,I Do Love You,75FAk9JQHHLecKEZ8OZxpK
1979,100,Firefall,Strange Way,1MMojvYXRUFhk6nSSWxnjT
1978,1,Andy Gibb,Shadow Dancing,4K9rsZnoVWNSmmb3X8bmvT
1978,2,Bee Gees,Night Fever,3mRM4NM8iO7UBqrSigCQFH
1978,3,Debby Boone,You Light Up My Life,3dFR132gzO8jxD57R2gid3
1978,4,Bee Gees,Stayin' Alive,3mRM4NM8iO7UBqrSigCQFH
1978,5,Exile,Kiss You All Over,3FGcQkWQlkeB82RdZwlw8V
1978,6,Bee Gees,How Deep Is Your Love,2JoZzpdeP2G6Csfdq5aLXP
1978,7,Player,Baby Come Back,2pWAhUk33TSo3KU55AGoZw
1978,8,Andy Gibb,(Love Is) Thicker Than Water,3jdBf1cJ2QmTzNUixplppA
1978,9,A Taste Of Honey,Boogie Oogie Oogie,0y0QpmcF1G3F79rjk3fjUx
1978,10,Commodores,Three Times A Lady,3tMpZIILZIYhhKlVwzNGSK
1978,11,Frankie Valli,Grease,2iUYSUlwtmgttMrQq5W9z9
1978,12,Paul Davis,I Go Crazy,08kvJTpcthAvvvW0BAcGHN
1978,13,John Travolta and Olivia Newton-John,You're The One That I Want,2pA1xHmhDxle8pPhhIaWCp
1978,14,Samantha Sang,Emotion,1TSehAcbBAcmZlSNMjmf6U
1978,15,Eric Clapton,Lay Down Sally,6io0LJIP9ntX35hTfaxwQG
1978,16,Rolling Stones,Miss You,3hJLKtTpgct9Y9wKww0BiR
1978,17,Billy Joel,Just The Way You Are,6f1qnO3dXjMigZN0LCygUA
1978,18,Wings,With A Little Luck,73JqQIGZUZxCVfY54RSpCH
1978,19,Yvonne Elliman,If I Can't Have You,7hIo2An8IJ0gBtzogU7Lud
1978,20,Chic,"Dance, Dance, Dance (Yowsah, Yowsah, Yowsah)",2HXNOuXxXOyKahilEfQHHO
1978,21,Chuck Mangione,Feels So Good,2M7EflZCPCqqRLB9hy5MDy
1978,22,Nick Gilder,Hot Child In The City,69eihm0ByPDKtOnZ2B9mA7
1978,23,Sweet,Love Is Like Oxygen,16Juy52x1pHGR13JubZtUz
1978,24,Bonnie Tyler,It's A Heartache,2pag2vElkdroT8hIO4Gozi
1978,25,Queen,We Will Rock You / We Are The Champions,4NluAqNWgvrfhB0xgBv0Vn
1978,26,Gerry Rafferty,Baker Street,5gOd6zDC8vhlYjqbQdJVWP
1978,27,Barry Manilow,Can't Smile Without You,7qUTZEf6bgiApJEXpMAH5y
1978,28,Johnny Mathis and Deniece Williams,"Too Much, Too Little, Too Late",7c8tlriQMBusKSsXMg8fHm
1978,29,Peter Brown,Dance With Me,3HOgUlwPDsh0kEFnbr5EL5
1978,30,Meat Loaf,Two Out Of Three Ain't Bad,2ph0hzV1kCVhR82E2La4q5
1978,31,Raydio,Jack And Jill,5KDT5BDSmomPMe2AXuGInR
1978,32,ABBA,Take A Chance On Me,5BckPAYcKEJuYs1eV1BHHe
1978,33,Dan Hill,Sometimes When We Touch,2d5AwI3XivLxUpSk3cqs7y
1978,34,Donna Summer,Last Dance,5fKTkCOpnyJko7jZqpbJnX
1978,35,Olivia Newton-John,Hopelessly Devoted To You,6Ehu8vSEK1aaHbDn8TMTED
1978,36,Foreigner,Hot Blooded,6KEPKoJjgzv8VTsKPdcsg2
1978,37,Rod Stewart,You're In My Heart,4P9kOK2PafbamK95SJOCbO
1978,38,Roberta Flack and Donny Hathaway,The Closer I Get To You,1UdoFJDUHWu4oWH5JlwmDP
1978,39,Kansas,Dust In The Wind,6zeE5tKyr8Nu882DQhhSQI
1978,40,Walter Egan,Magnet And Steel,2fIhWxzSB0xK90B9nDsNZl
1978,41,Randy Newman,Short People,44m6n3E5pOpG1WihVcCmND
1978,42,O'Jays,Use Ta Be My Girl,7EjdrZbFpBP2lIKT5zL7gT
1978,43,Natalie Cole,Our Love,17KFHckT3THdAEDjew9t4k
1978,44,Pablo Cruise,Love Will Find A Way,0eRs6SGN3HsETmKTm1h4Xs
1978,45,Andy Gibb,An Everlasting Love,2xaHhKOr9Vy69Q2fxbOXz4
1978,46,John Paul Young,Love Is In The Air,3c4OULLWwgRqBfA2dJtRuY
1978,47,David Gates,Goodbye Girl,3c6vdiLeV9DUbTMWk5H3se
1978,48,Paul Simon,Slip Slidin' Away,0zb2kpEQMnqJPiLACKMiFM
1978,49,Heatwave,The Groove Line,0vwZhQWh7AxJwJJom2FXGM
1978,50,Jay Ferguson,Thunder Island,3FkQN4NyCFlfn7fWzBkWCj
1978,51,Atlanta Rhythm Section,Imaginary Lover,4ZyhuoEswvZiPt5IUu2zMS
1978,52,Bob Seger and The Silver Bullet Band,Still The Same,1Ryxsiacu8pUXIMCVnIQ8J
1978,53,Toby Beau,My Angel Baby,7kg7yWXkgN0qjyahaCiIs3
1978,54,Trammps,Disco Inferno,22ff60cZy4APp7bzESHLR8
1978,55,George Benson,On Broadway,2oFxITGDiTZ1JRwP8yinRt
1978,56,Styx,Come Sail Away,0PsbWiVtix5FoTZ1s00mEl
1978,57,L.T.D.,Back In Love Again,1eeySrWP5X7hsbfyc3PPge
1978,58,Player,This Time I'm In It For Love,6zOEdC3BEEJ4UsKbXHv1K1
1978,59,Carly Simon,You Belong To Me,3pErM4EiWKf3k8KU3jjbXn
1978,60,Dolly Parton,Here You Come Again,6H7nDglS6xWpRidbhMwI2L
1978,61,Linda Ronstadt,Blue Bayou,3zxklD2EGecZre9MjEEvIU
1978,62,Steely Dan,Peg,2MaLglXXcouyoh03rUROQ2
1978,63,Anne Murray,You Needed Me,5d4E1hgkLyb7sXr5J3InnM
1978,64,"Evelyn ""Champagne"" King",Shame,6KlnQC66NiJTdO88aL62SF
1978,65,Little River Band,Reminiscing,34D6mvDTAPypm92EPs8Rxa
1978,66,Jefferson Starship,Count On Me,3ssnFwx5lu6qxhLBR0vutB
1978,67,Eddie Money,Baby Hold On,5ZYvcJ04ccUw2Matbnmu0U
1978,68,Shaun Cassidy,Hey Deanie,0inlixqQpYphAQY7K38NAZ
1978,69,John Travolta and Olivia Newton-john,Summer Nights,39OKbfmScJ6dVMyqLScPJy
1978,70,Lynyrd Skynyrd,What's Your Name,1waC8tYT2i0ciRfmciPAU9
1978,71,Crystal Gayle,Don't It Make My Brown Eyes Blue,0d8U9eJajtUmiJVXbIO624
1978,72,Patti Smith,Because The Night,4Gobs3J07HB7yLmidIGd1T
1978,73,Robert Palmer,Every Kinda People,38E7U60ipLSTVDcPIuVzZw
1978,74,Barry Manilow,Copacabana,3hWOGUIOcqKDoVpFBLp9Qc
1978,75,Heatwave,Always And Forever,0fKDnkXdfJwk0DEW9W83VY
1978,76,Rick James,You And I,5Mhf6GA6G6ugP2x7mnAGyY
1978,77,"Earth, Wind and Fire",Serpentine Fire,0KDc8l4VNTu6OkMYK9D7HC
1978,78,Bob Welch,Sentimental Lady,478thMMvYGris8eJPcDRoq
1978,79,LeBlanc and Carr,Falling,2niFXRDFTmgLjPYNkcA2no
1978,80,Santa Esmeralda,Dont Let Me Be Misunderstood,6rhVKeUhQTGLIRmQOfc9Wo
1978,81,Michael Johnson,Bluer Than Blue,0qb4XjVxUKGLhAxVw17Bsu
1978,82,Jackson Browne,Running On Empty,4MZEZz8MqVgvIMXU6AVP22
1978,83,Kenny Loggins,"Whenever I Call You ""Friend""",7Ay8SUEe8kU1fGfsKg48oV
1978,84,Chris Rea,Fool (If You Think It's Over),4Eq54SqWdCWCprJIRqwK8h
1978,85,Foxy,Get Off,7choLQhueC5rBrGxbxnepS
1978,86,Electric Light Orchestra,Sweet Talking Woman,5JBg51mP09LXnnS4Wv8dp4
1978,87,Joe Walsh,Life's Been Good,1GwCecXLzRL5oLCXnxoLaV
1978,88,Alicia Bridges,I Love The Night Life,7KWJE0UkJh6f3JyI9NOYHF
