year,rank,artist,id,genres,popularity,followers
2014,16,Drake,3TVXtAsR1Inumwj472S9r4,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",98,35712235
2014,17,Jason Derulo,07YZf4WDAMNwqr4jfgOZ8y,"['dance pop', 'pinoy hip hop', 'pop', 'pop rap', 'post-teen pop', 'r&b']",84,6678960
2014,18,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']",88,27254846
2014,19,Imagine Dragons,53XhwfbYqKCa1cC15pYq2q,"['modern rock', 'rock']",92,17968308
2014,20,Florida Georgia Line,3b8QkneNDz4JHKKKlLgYZg,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",84,2725450
2014,21,Nicki Minaj,0hCNtLu0JehylgoiP8L4Gh,"['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'r&b']",92,14930249
2014,22,5 Seconds Of Summer,5Rl15oVamLq7FbSb0NNBNy,"['boy band', 'dance pop', 'pop', 'post-teen pop']",86,4474856
2014,23,Lady Gaga,1HY2Jd0NmPuamShAr6KMms,"['dance pop', 'pop']",91,7262683
2014,24,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,"['pop', 'uk pop']",92,42734353
2014,25,Pitbull,0TnOYISbd1XYRBk9myaseg,"['dance pop', 'latin', 'miami hip hop', 'pop', 'pop rap']",83,6824104
2014,26,Bruno Mars,0du5cEVh5yTK9QJze8zA0C,"['dance pop', 'pop', 'post-teen pop']",91,20623359
2014,27,Jason Aldean,3FfvYsEGaIb52QPXhg4DcH,"['contemporary country', 'country', 'country road']",79,2965423
2014,28,Maroon 5,04gDigrS5kc9YWfZHwBETP,['pop'],89,17457995
2014,29,Chris Brown,7bXgB6jMjp9ATFy66eO08Z,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",89,8443692
2014,30,Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,"['dance pop', 'hip pop', 'pop', 'post-teen pop', 'r&b']",81,7217453
2014,31,Bastille,7EQ0qTo7fWT7DPxmxtSYEc,"['metropopolis', 'modern rock', 'pop']",85,3452554
2014,32,Avicii,1vCWHaC5f2uS3yhpwWbIA6,"['big room', 'dance pop', 'edm', 'pop', 'tropical house']",87,12930634
2014,33,MAGIC!,0DxeaLnv6SyYk2DOqkLO8c,"['pop', 'reggae fusion']",71,996350
2014,34,Demi Lovato,6S2OmqARrzebs0tKUEyXyp,"['dance pop', 'pop', 'post-teen pop', 'r&b']",86,13360421
2014,35,Blake Shelton,1UTPBmNbXNTittyMJrNkvw,"['contemporary country', 'country', 'country road']",75,4151944
2014,36,Coldplay,4gzpq5DPGxSnKTe4SA8HAU,"['permanent wave', 'pop']",88,19023489
2014,37,Charli XCX,25uiPmTg16RbhZWAqwLBy5,"['candy pop', 'dance pop', 'edm', 'electropop', 'indie poptimism', 'metropopolis', 'pop', 'post-teen pop', 'r&b', 'tropical house', 'uk pop']",78,1522794
2014,38,Nico & Vinz,0awl5piYwO0CDTHEkCjUhn,"['dance pop', 'pop rap']",65,383555
2014,39,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",82,6496143
2014,40,Eagles,0ECwFtbIWEVNwjlrfc6xoL,"['album rock', 'classic rock', 'folk rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",78,2955399
2014,41,Shakira,0EmeFodog0BfCgMzAIvKQp,"['colombian pop', 'dance pop', 'latin', 'latin pop', 'mexican pop', 'pop']",84,15943504
2014,42,Passenger,0gadJ2b9A4SKsB1RFkBb66,"['neo mellow', 'pop']",76,2110275
2014,43,JAY-Z,3nFkdlSjzX9mRTtwJOzDYB,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop']",82,4742934
2014,44,Brantley Gilbert,5q8HGNo0BjLWaTAhRtbwxa,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",71,1490404
2014,45,Ellie Goulding,0X2BH1fck6amBIoJhDVmmJ,"['dance pop', 'edm', 'electropop', 'metropopolis', 'pop', 'post-teen pop', 'r&b', 'tropical house']",85,6315858
2014,46,Eric Church,2IvkS5MXK0vPGnwyJsrEyV,"['contemporary country', 'country', 'country road', 'modern country rock']",75,1957563
2014,47,Rihanna,5pKCCKE2ajJHZ9KAiaK11H,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']",90,31096453
2014,48,Idina Menzel,73Np75Wv2tju61Eo9Zw4IR,"['broadway', 'christmas', 'hollywood', 'movie tunes', 'show tunes']",71,188859
2014,49,Selena Gomez,0C8ZW7ezQVs4URX5aX7Kqx,"['dance pop', 'pop', 'post-teen pop']",89,14579916
2014,50,Calvin Harris,7CajNmpbOovFoOoasH2HaY,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",91,16216501
2014,51,Enrique Iglesias,7qG3b048QCHVRO5Pv1T5lw,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'pop', 'tropical']",80,8228652
2014,52,Sia,5WUlDfRSoLAfcVSX1WnrxN,"['australian dance', 'australian pop', 'dance pop', 'pop']",89,11441389
2014,53,Paul McCartney,4STHEaNw4mPZ2tzheohgXB,"['album rock', 'art rock', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock']",75,2132958
2014,54,Michael Buble,1GxkXlMwML1oSg5eLPiAz3,"['adult standards', 'canadian pop', 'lounge']",78,3062422
2014,55,Michael Jackson,3fMbdgg4jU18AjLCKBhRSm,['pop'],85,9704630
2014,56,Wiz Khalifa,137W8MRPWKqSmrBGDBFSop,"['hip hop', 'pittsburgh rap', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",87,8069674
2014,57,Miranda Lambert,66lH4jAE7pqPlOlzUKbwA0,"['contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']",69,1837699
2014,58,Trey Songz,2iojnBLj0qIMiKPvVhLnsH,"['dance pop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap music', 'urban contemporary']",80,4093699
2014,59,Lady Antebellum,32WkQRZEVKSzVAAYqukAEA,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road', 'neo mellow']",70,2421934
2014,60,Garth Brooks,4BclNkZtAUq1YrYNzye3N7,"['contemporary country', 'country', 'country road']",53,606113
2014,61,Keith Urban,0u2FHSq3ln94y5Q57xazwf,"['australian country', 'contemporary country', 'country', 'country road']",75,3033168
2014,62,YG,0A0FS04o6zMoto8OKPsDwY,"['cali rap', 'gangster rap', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",84,1608055
2014,63,American Authors,0MlOPi3zIDMVrfA9R04Fe3,"['modern rock', 'neo mellow', 'pop', 'pop rock']",70,775651
2014,64,Tove Lo,4NHQUGzhtTLFvgF5SZesLK,"['dance pop', 'electropop', 'indie poptimism', 'metropopolis', 'pop', 'post-teen pop', 'r&b', 'swedish electropop', 'swedish pop', 'swedish synthpop']",78,1932436
2014,65,Juicy J,5gCRApTajqwbnHHPbr2Fpi,"['crunk', 'dirty south rap', 'gangster rap', 'hip hop', 'memphis hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",80,1715287
2014,66,Lana Del Rey,00FQb4jTyendYWaN8pK0wa,"['dance pop', 'electropop', 'pop']",84,8055002
2014,67,ScHoolboy Q,5IcR3N7QB1j6KBL8eImZ8m,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music', 'underground hip hop']",81,2394491
2014,68,George Strait,5vngPClqofybhPERIqQMYd,"['contemporary country', 'country', 'country road']",76,1207864
2014,69,Kid Ink,6KZDXtSj0SzGOV705nNeh3,"['dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music']",76,2114976
2014,70,Paramore,74XFHRwlV6OrjEM0A2NCMF,"['candy pop', 'emo', 'pixie', 'pop emo', 'pop punk']",79,4145825
2014,71,Dierks Bentley,7x8nK0m0cP2ksQf0mjWdPS,"['contemporary country', 'country', 'country road', 'modern country rock']",74,1744735
2014,72,Austin Mahone,04abdnqPQe2N4fjztDea6z,"['dance pop', 'pop', 'post-teen pop', 'teen pop', 'viral pop']",68,1471559
2014,73,Jennifer Lopez,2DlGxzQSjYe5N6G9nkYghR,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",79,6256797
2014,74,Bruce Springsteen,3eqjTLE0HfPfh78zjh6TqT,"['heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter', 'soft rock']",77,2108039
2014,75,Snoop Dogg,7hJcb9fa4alzcOq3EaNPoG,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']",85,4502618
2014,76,Zac Brown Band,6yJCxee7QumYr820xdIsjo,"['contemporary country', 'country', 'country road', 'modern country rock']",76,1451598
2014,77,Aloe Blacc,0id62QV2SZZfvBn9xpmuCl,['r&b'],78,516746
2014,78,Cole Swindell,1mfDfLsMxYcOOZkzBxvSVW,"['contemporary country', 'country', 'country road', 'modern country rock']",70,1059207
2014,79,Billy Joel,6zFYqv1mOsgBRQbae3JJ9e,"['album rock', 'classic rock', 'folk rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",78,1643943
2014,80,Britney Spears,26dSoYclwsYLMAKD3tpOr4,"['dance pop', 'europop', 'pop', 'pop rap', 'post-teen pop', 'r&b']",81,5931624
2014,81,Martin Garrix,60d24wfXkVzDSfLS6hyCjZ,"['big room', 'edm', 'pop', 'progressive house', 'tropical house']",86,9693408
2014,82,2 Chainz,17lzZA2AlOHwCwFALHttmp,"['atl hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",87,4392457
2014,83,Disclosure,6nS5roXSAGhTGr34W6n7Et,"['house', 'pop', 'tropical house', 'uk dance']",82,1561474
2014,84,Romeo Santos,5lwmRuXgjX8xIwlnauTZIP,"['bachata', 'latin', 'tropical']",87,7711397
2014,85,A Great Big World,5xKp3UyavIBUsGy3DQdXeF,"['neo mellow', 'piano rock', 'pop rock']",70,323293
2014,86,Lil Jon,7sfl4Xt5KmfyDs2T3SVSMK,"['atl hip hop', 'crunk', 'dance pop', 'dirty south rap', 'pop rap', 'southern hip hop']",76,798094
2014,87,Kenny Chesney,3grHWM9bx2E9vwJCdlRv9O,"['contemporary country', 'country', 'country road']",75,2401704
2014,88,DJ Snake,540vIaP2JwjQb9dm3aArA4,"['dance pop', 'edm', 'electronic trap', 'pop', 'tropical house']",85,4438662
2014,89,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,"['garage rock', 'indie rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",85,7681595
2014,90,Jhene Aiko,5ZS223C6JyBfXasXxrRqOk,"['alternative r&b', 'dance pop', 'deep pop r&b', 'hip pop', 'pop', 'pop rap', 'r&b', 'rap', 'urban contemporary']",78,2225371
2014,91,Cher,72OaDtakiy6yFqkt4TsiFt,"['dance pop', 'hollywood', 'new wave pop', 'pop']",73,1037265
2014,92,Becky G,4obzFoKoKRHIphyHzJ35G3,"['latin viral pop', 'pop', 'reggaeton']",85,4614525
2014,93,Elton John,3PhoLpVuITZKcymswpck5b,"['glam rock', 'mellow gold', 'piano rock', 'soft rock']",82,2623859
2014,94,Bob Marley And The Wailers,2QsynagSdAqZj3U9HgDzjD,"['reggae', 'roots reggae']",82,6527624
2014,95,Rascal Flatts,0a1gHP0HAqALbEyxaD5Ngn,"['contemporary country', 'country', 'country road', 'pop rock']",74,1822938
2014,96,MKTO,2l35CQqtYRh3d8ZIiBep4v,"['australian pop', 'dance pop', 'pop', 'pop rap', 'pop rock', 'post-teen pop', 'viral pop']",73,621802
2014,97,Kelly Clarkson,3BmGtnKgCSGYIUhmivXKWX,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'r&b', 'talent show']",78,4812647
2014,98,Sara Bareilles,2Sqr0DXoaYABbjBo9HaMkM,"['acoustic pop', 'dance pop', 'folk-pop', 'hollywood', 'lilith', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'show tunes', 'viral pop']",75,1125828
2014,99,Christina Aguilera,1l7ZsJRRS8wlW3WfJfPfNS,"['dance pop', 'europop', 'pop', 'post-teen pop', 'r&b']",80,4107959
2014,100,Childish Gambino,73sIBHcqh3Z3NyqHKZ7FOL,"['atl hip hop', 'hip hop', 'pop rap', 'rap']",82,4818980
2013,1,Bruno Mars,0du5cEVh5yTK9QJze8zA0C,"['dance pop', 'pop', 'post-teen pop']",91,20623361
2013,2,Taylor Swift,06HL4z0CvFAxyc27GXpf02,"['dance pop', 'pop', 'post-teen pop']",89,19147446
2013,3,Justin Timberlake,31TPClRtHm23RisEBtV3X7,"['dance pop', 'pop']",83,7840587
2013,4,Rihanna,5pKCCKE2ajJHZ9KAiaK11H,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']",90,31096453
2013,5,Macklemore & Ryan Lewis,5BcAKTbp20cv7tC5VqPFoC,"['dance pop', 'pop', 'pop rap']",77,2315015
2013,6,P!nk,1KCSPY1glIKqW2TotWuXOR,"['dance pop', 'pop', 'post-teen pop']",86,6107934
2013,7,Imagine Dragons,53XhwfbYqKCa1cC15pYq2q,"['modern rock', 'rock']",92,17968308
2013,8,One Direction,4AK6F7OLvEQ5QYCBNiQWHq,"['boy band', 'dance pop', 'pop', 'post-teen pop', 'talent show']",85,12783786
2013,9,Miley Cyrus,5YGY8feqx7naU7z4HrwZM6,"['dance pop', 'pop', 'post-teen pop']",84,8442273
2013,10,Maroon 5,04gDigrS5kc9YWfZHwBETP,['pop'],89,17458001
2013,11,Drake,3TVXtAsR1Inumwj472S9r4,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",98,35712242
2013,12,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']",88,27254847
2013,13,Luke Bryan,0BvkDsjIUla7X0k6CSWh1I,"['contemporary country', 'country', 'country road']",79,3897779
2013,14,Katy Perry,6jJ0s89eD6GaHleKKya26X,"['dance pop', 'pop', 'post-teen pop']",85,12673193
2013,15,Florida Georgia Line,3b8QkneNDz4JHKKKlLgYZg,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",84,2725450
2013,16,Blake Shelton,1UTPBmNbXNTittyMJrNkvw,"['contemporary country', 'country', 'country road']",75,4151944
2013,17,Eminem,7dGJo4pcD2V6oG8kP0tJRR,"['detroit hip hop', 'g funk', 'hip hop', 'rap']",93,25932466
2013,18,JAY-Z,3nFkdlSjzX9mRTtwJOzDYB,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop']",82,4742934
2013,19,Robin Thicke,0ZrpamOxcZybMHGg1AYtHP,"['dance pop', 'hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']",68,1390024
2013,20,The Lumineers,16oZKvXb6WkQlVAjwo2Wbg,"['folk-pop', 'indie folk', 'indie pop', 'modern rock', 'stomp and holler']",78,3032392
2013,21,Lil Wayne,55Aa2cqylxrFIXC767Z865,"['hip hop', 'new orleans rap', 'pop', 'pop rap', 'rap', 'trap music']",91,7686851
2013,22,Mumford & Sons,3gd8FJtBJtkRxdfbTu19U2,"['neo mellow', 'stomp and holler', 'uk americana']",80,4970823
2013,23,Baauer,25fqWEebq6PoiGQIHIrdtv,"['bass trap', 'brostep', 'edm', 'electro house', 'electronic trap', 'vapor twitch']",61,137516
2013,24,Lorde,163tK9Wjr9P9DmM0AVK7lm,"['art pop', 'dance pop', 'electropop', 'metropopolis', 'nz pop', 'pop']",78,4265252
2013,25,Lady Gaga,1HY2Jd0NmPuamShAr6KMms,"['dance pop', 'pop']",91,7262686
2013,26,Phillip Phillips,6p5JxpTc7USNnBnLzctyd4,"['folk-pop', 'neo mellow', 'pop rock']",64,622609
2013,27,Selena Gomez,0C8ZW7ezQVs4URX5aX7Kqx,"['dance pop', 'pop', 'post-teen pop']",89,14579916
2013,28,Jason Aldean,3FfvYsEGaIb52QPXhg4DcH,"['contemporary country', 'country', 'country road']",79,2965423
2013,29,Bon Jovi,58lV9VcRSjABbAbfWS6skp,"['glam metal', 'rock']",80,5424395
2013,30,Pitbull,0TnOYISbd1XYRBk9myaseg,"['dance pop', 'latin', 'miami hip hop', 'pop', 'pop rap']",83,6824104
2013,31,Daft Punk,4tZwfgrHOc3mvqYlEYSvVi,"['electro', 'electronic', 'filter house']",82,5149116
2013,32,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,"['conscious hip hop', 'hip hop', 'pop rap', 'rap', 'west coast rap']",90,12246547
2013,33,Nicki Minaj,0hCNtLu0JehylgoiP8L4Gh,"['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'r&b']",92,14930249
2013,34,Hunter Hayes,7H6dkUChT5EoOQtUVMg4cN,"['contemporary country', 'country', 'country road', 'modern country rock', 'neo mellow', 'pop', 'post-teen pop']",68,831354
2013,35,Alicia Keys,3DiDSECUqqY1AuBP8qtaIa,"['hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']",80,6054023
2013,36,fun.,5nCi3BB41mBaMH9gfr6Su0,"['metropopolis', 'modern rock', 'pop', 'pop rap']",71,3200249
2013,37,Beyonce,6vWDO969PvNqNYHIOW5v0m,"['dance pop', 'pop', 'post-teen pop', 'r&b']",86,18199637
2013,38,Britney Spears,26dSoYclwsYLMAKD3tpOr4,"['dance pop', 'europop', 'pop', 'pop rap', 'post-teen pop', 'r&b']",81,5931624
2013,39,Demi Lovato,6S2OmqARrzebs0tKUEyXyp,"['dance pop', 'pop', 'post-teen pop', 'r&b']",86,13360421
2013,40,Kenny Chesney,3grHWM9bx2E9vwJCdlRv9O,"['contemporary country', 'country', 'country road']",75,2401704
2013,41,Avicii,1vCWHaC5f2uS3yhpwWbIA6,"['big room', 'dance pop', 'edm', 'pop', 'tropical house']",87,12930634
2013,42,PSY,2dd5mrQZvg6SmahdgVKDzh,"['dance pop', 'k-hop', 'k-pop']",61,1020813
2013,43,Carrie Underwood,4xFUf1FHVy696Q1JQZMTRj,"['contemporary country', 'country', 'country dawn', 'country road', 'dance pop', 'pop', 'post-teen pop']",75,3257548
2013,44,Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,"['dance pop', 'pop', 'post-teen pop']",98,27818388
2013,45,Ke$ha,6LqNN22kT3074XbTVUrhzX,"['dance pop', 'electropop', 'pop', 'pop rap', 'post-teen pop']",79,4453723
2013,46,2 Chainz,17lzZA2AlOHwCwFALHttmp,"['atl hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",87,4392457
2013,47,Kelly Clarkson,3BmGtnKgCSGYIUhmivXKWX,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'r&b', 'talent show']",78,4812647
2013,48,Adele,4dpARuHxo51G3z768sgnrY,"['british soul', 'pop', 'uk pop']",85,15099178
2013,49,Michael Buble,1GxkXlMwML1oSg5eLPiAz3,"['adult standards', 'canadian pop', 'lounge']",78,3062422
2013,50,Tim McGraw,6roFdX1y5BYSbp60OTJWMd,"['contemporary country', 'country', 'country road']",76,2656923
2013,51,Chris Brown,7bXgB6jMjp9ATFy66eO08Z,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",89,8443692
2013,52,will.i.am,085pc2PYOi8bGKj0PNjekA,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",76,2542434
2013,53,Lana Del Rey,00FQb4jTyendYWaN8pK0wa,"['dance pop', 'electropop', 'pop']",84,8055002
2013,54,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,"['pop', 'uk pop']",92,42734356
2013,55,J. Cole,6l3HvQ5sa6mXTsMTB19rO5,"['conscious hip hop', 'nc hip hop', 'pop rap', 'rap']",91,8059421
2013,56,Bruce Springsteen,3eqjTLE0HfPfh78zjh6TqT,"['heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter', 'soft rock']",77,2108039
2013,57,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",82,6496143
2013,58,The Band Perry,75FnCoo4FBxH5K1Rrx0k5A,"['contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']",62,918198
2013,59,Miguel,360IAlyVv4PCEVjgyMZrxK,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap', 'urban contemporary']",82,2209447
2013,60,Lady Antebellum,32WkQRZEVKSzVAAYqukAEA,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road', 'neo mellow']",70,2421934
2013,61,Fall Out Boy,4UXqAaa6dQYAk18Lv7PEgX,"['emo', 'modern rock', 'pop punk']",84,6254661
2013,62,Darius Rucker,7FY5V3XMwlNBPitEjXowHQ,"['contemporary country', 'country', 'country road', 'modern country rock', 'pop rock']",70,1187910
2013,63,Anna Kendrick,6xfqnpe2HnLVUaYXs2F8YS,"['hollywood', 'show tunes']",68,219161
2013,64,AWOLNATION,4njdEjTnLfcGImKZu1iSrz,"['la indie', 'modern alternative rock', 'modern rock', 'stomp pop']",68,1364664
2013,65,Zac Brown Band,6yJCxee7QumYr820xdIsjo,"['contemporary country', 'country', 'country road', 'modern country rock']",76,1451598
2013,66,Future,1RyvyyTE3xzB2ZywiAwp0i,"['atl hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",90,7733683
2013,67,Flo Rida,0jnsk9HBra6NMjO2oANoPY,"['dance pop', 'edm', 'miami hip hop', 'pop', 'pop rap', 'post-teen pop']",81,6935124
2013,68,Eric Church,2IvkS5MXK0vPGnwyJsrEyV,"['contemporary country', 'country', 'country road', 'modern country rock']",75,1957563
2013,69,Wiz Khalifa,137W8MRPWKqSmrBGDBFSop,"['hip hop', 'pittsburgh rap', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",87,8069674
2013,70,Ellie Goulding,0X2BH1fck6amBIoJhDVmmJ,"['dance pop', 'edm', 'electropop', 'metropopolis', 'pop', 'post-teen pop', 'r&b', 'tropical house']",85,6315868
2013,71,Calvin Harris,7CajNmpbOovFoOoasH2HaY,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",91,16216502
2013,72,Miranda Lambert,66lH4jAE7pqPlOlzUKbwA0,"['contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']",69,1837699
2013,73,OneRepublic,5Pwc4xIPtQLFEnJriah9YJ,"['dance pop', 'neo mellow', 'piano rock', 'pop', 'pop rap', 'pop rock', 'post-teen pop']",83,7344482
2013,74,T.I.,4OBJLual30L7gRl5UkeRcT,"['atl hip hop', 'dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",80,2793940
2013,75,Capital Cities,4gwpcMTbLWtBUlOijbVpuu,"['alternative dance', 'indie pop', 'metropopolis', 'modern rock', 'shimmer pop']",66,610428
2013,76,A$AP Rocky,13ubrt8QOOCPljQ2FL1Kca,"['east coast hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",87,5242826
2013,77,George Strait,5vngPClqofybhPERIqQMYd,"['contemporary country', 'country', 'country road']",76,1207864
2013,78,Depeche Mode,762310PdDnwsDxAQxzQkfX,"['dance rock', 'new romantic', 'new wave', 'permanent wave', 'synthpop']",75,2125046
2013,79,Pharrell Williams,2RdwBSPQiwcmiDo9kixcl8,"['dance pop', 'pop', 'pop rap']",81,2716288
2013,80,Little Big Town,3CygdxquGHurS7f9LjNLkv,"['contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']",67,1382788
2013,81,Of Monsters And Men,4dwdTW1Lfiq0cM8nBAqIIz,"['chamber pop', 'folk-pop', 'indie folk', 'indie pop', 'metropopolis', 'modern rock', 'pop', 'stomp and holler']",72,2511246
2013,82,Rod Stewart,2y8Jo9CKhJvtfeKOsYzRdT,"['adult standards', 'mellow gold', 'rock', 'soft rock']",74,1296223
2013,83,Christina Aguilera,1l7ZsJRRS8wlW3WfJfPfNS,"['dance pop', 'europop', 'pop', 'post-teen pop', 'r&b']",80,4107959
2013,84,Swedish House Mafia,1h6Cn3P4NGzXbaXidqURXs,"['big room', 'dance pop', 'edm', 'electro house', 'pop', 'progressive electro house']",70,2775897
2013,85,Wanz,56xTxG4nQMAs1GW9kvn0uA,"['hip hop', 'alternative hip hop', 'r&b', 'pop']",64,831
2013,86,Avril Lavigne,0p4nmQO2msCgU4IF37Wi3j,"['canadian pop', 'candy pop', 'dance pop', 'pop', 'post-teen pop']",80,4175291
2013,87,Brad Paisley,13YmWQJFwgZrd4bf5IjMY4,"['contemporary country', 'country', 'country road', 'modern country rock']",70,1449044
2013,88,Zedd,2qxJFvFYMEDqd7ui6kSAcq,"['complextro', 'dance pop', 'edm', 'german techno', 'pop', 'post-teen pop', 'tropical house']",86,4161075
2013,89,Wale,67nwj3Y5sZQLl72VNUHEYE,"['dance pop', 'gangster rap', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music', 'urban contemporary']",75,1953490
2013,90,Mariah Carey,4iHNK0tOyZPYnBU7nGAgpQ,"['dance pop', 'pop', 'r&b', 'urban contemporary']",79,4141854
2013,91,Muse,12Chz98pHFMPJEknJQMWvI,"['modern rock', 'permanent wave', 'piano rock', 'post-grunge', 'rock']",80,4729214
2013,92,Jennifer Lopez,2DlGxzQSjYe5N6G9nkYghR,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",79,6256797
2013,93,Michael Jackson,3fMbdgg4jU18AjLCKBhRSm,['pop'],85,9704636
2013,94,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,"['canadian contemporary r&b', 'canadian pop', 'pop', 'rap']",90,15399480
2013,95,Paul McCartney,4STHEaNw4mPZ2tzheohgXB,"['album rock', 'art rock', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock']",75,2132958
2013,96,Lee Brice,5Zq7R5qmi58ByYyBQTlNuk,"['contemporary country', 'country', 'country road', 'modern country rock']",72,958357
2013,97,Randy Houser,56x8mYvS3cyDGAi8N2FxbB,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock', 'redneck']",67,519499
2013,98,David Guetta,1Cs0zKBU1kc0i8ypK3B9ai,"['dance pop', 'edm', 'pop']",90,18287383
2013,99,Icona Pop,1VBflYyxBhnDc9uVib98rw,"['candy pop', 'dance pop', 'electropop', 'metropopolis', 'pop', 'swedish electropop', 'swedish synthpop']",69,614153
2013,100,Kanye West,5K4W6rqBFWDnAN6FQUkS6x,"['chicago rap', 'pop rap', 'rap']",91,9560311
2012,1,Adele,4dpARuHxo51G3z768sgnrY,"['british soul', 'pop', 'uk pop']",85,15099179
2012,2,Rihanna,5pKCCKE2ajJHZ9KAiaK11H,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']",90,31096453
2012,3,Taylor Swift,06HL4z0CvFAxyc27GXpf02,"['dance pop', 'pop', 'post-teen pop']",89,19147446
2012,4,Drake,3TVXtAsR1Inumwj472S9r4,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",98,35712250
2012,5,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']",88,27254848
2012,6,Nicki Minaj,0hCNtLu0JehylgoiP8L4Gh,"['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'r&b']",92,14930249
